id_municipio,ano,mortalidade_1,mortalidade_5,taxa_freq_liquida_pre,indice_gini,prop_pobreza_extrema_criancas,prop_pobreza_criancas,prop_vulner_pobreza_criancas,taxa_agua_esgoto_inadequados,taxa_criancas_fora_escola_4_5
2313203,1991,70.87,92.49,9.51,0.48,73.66,90.81,96.94,83.12,NA
2313807,1991,65.73,86.02,25.04,0.48,56.04,86.11,95.1,36.27,NA
2313807,2000,47.16,60.6,62.48,0.48,45.1,78.21,91.61,8,26.44
2400703,1991,62.95,82.73,51.69,0.48,46.21,79.01,94.63,38.59,NA
2401107,2010,20.1,21.6,35.24,0.48,10.05,31.04,56.18,7.72,6.09
2403707,2010,23.5,25.25,49.96,0.48,22.25,45.25,73.11,23.18,3.35
2403756,1991,97.55,125.7,15.18,0.48,68.18,90.36,97.55,100,NA
2404309,1991,89.14,115.4,22.87,0.48,47.73,82.75,93.87,63.65,NA
2404705,2010,27.8,29.85,52.07,0.48,24.41,51.11,80.87,8.4,6.14
2404903,2010,31,33.29,56.55,0.48,19.33,46.14,77.85,11.02,1.2
2405009,2010,22.8,24.51,58.06,0.48,31.27,57.11,81.65,46.91,1.84
2405603,1991,47.86,63.45,30.19,0.48,32.31,62.04,88.15,43.77,NA
2405702,1991,58.79,77.45,43.61,0.48,29.75,68.36,90.54,25.12,NA
2407203,2000,40.24,52.17,61.08,0.48,16.88,50.51,74.17,17.26,12.03
2407252,2000,41.62,53.92,47.27,0.48,52.13,72.94,92.55,14.09,26.58
2407500,1991,90.85,117.51,27.33,0.48,39.47,76.75,92.18,19.72,NA
2407500,2000,56.59,72.68,41.18,0.48,47.98,74.15,90.76,35.87,47.76
2407906,2010,26.2,28.21,58.39,0.48,22.56,52.1,80.06,30.47,7.11
2408409,2010,32.6,35.03,40.54,0.48,25.14,48.84,79.35,27.06,1.34
2408508,1991,58.79,77.45,35.07,0.48,48.59,82.43,91.83,44.7,NA
2409332,1991,82.58,107.32,0,0.48,73.02,91.57,98.03,87.88,NA
2409506,2010,22.8,24.52,56.91,0.48,37.93,62.68,84.13,45.08,12.43
2409902,2000,59.22,75.92,56.43,0.48,27.77,62.99,88.91,37.09,18.21
2411403,1991,93.67,120.95,20.29,0.48,76.7,91.31,98.51,72.14,NA
2411601,1991,80.44,104.66,14.86,0.48,61.58,83.77,94.63,12.2,NA
2411809,1991,62.23,81.82,16.41,0.48,51.4,80.8,90.88,58.2,NA
2412609,2010,27.8,29.86,52.77,0.48,25.02,48.51,77.6,16.61,10.86
2413201,2000,47.58,61.42,48.99,0.48,23.22,70.89,88.21,31.01,9.22
2413805,2010,19.8,21.24,77.33,0.48,24.49,51.08,81.91,31.48,4.25
2413904,1991,91.09,117.8,10.68,0.48,71.65,93.6,97.67,22.22,NA
2414456,2010,30.4,32.63,43.83,0.48,25.28,50.31,72.85,19.76,10.14
2414704,2010,23,24.7,57.22,0.48,21.38,53.91,81.83,9.25,1.73
2500536,2010,24.7,26.63,47.01,0.48,32.23,61.21,82.04,53.36,14.72
2500601,1991,91.78,118.32,29.85,0.48,47.6,80.18,93.87,24.62,NA
2501351,1991,83.83,108.56,0,0.48,70.21,89.29,96.87,54.64,NA
2501609,2000,47.95,61.65,35.53,0.48,55.39,81.02,93.41,15.23,48.73
2502003,2000,43.55,56.13,26.73,0.48,46.68,80.08,92.44,25.41,51.57
2502508,2000,47.59,61.18,36.16,0.48,41.75,73.75,89.5,10.11,49.42
2504033,2010,31.5,34.02,69.19,0.48,32.21,58.96,88.43,26.72,15.93
2504074,1991,81.15,105.24,7.35,0.48,61.34,90.49,97.75,6.94,NA
2504157,1991,94.58,121.74,0,0.48,74.95,93.64,96.04,43.08,NA
2504504,1991,64.53,84.49,23.34,0.48,63.38,85.85,94.51,44.76,NA
2504504,2010,24,25.85,75.13,0.48,28.16,54.8,80.91,5.79,9.15
2504850,1991,71.4,93.12,29.39,0.48,62.35,93.49,94.73,29.09,NA
2504850,2010,20,21.62,73.23,0.48,22.53,52.35,78.3,1.67,6.76
2505006,2010,28.9,31.18,53.63,0.48,32.33,63.1,84.52,22.09,16.54
2505238,2010,41.4,44.62,58.92,0.48,32.9,63.75,88.23,36.31,17.36
2507101,2010,26.2,28.21,55.94,0.48,32.97,60.57,85.84,16.81,10.18
2507606,2010,24.2,26.17,59.01,0.48,32.13,63.81,88.49,16.04,18.2
2507804,1991,99.47,127.68,31.96,0.48,68.79,93.21,98.34,40.03,NA
2509008,1991,84.53,109.43,11.55,0.48,74.74,94.4,98.26,56.62,NA
2509156,2000,47.59,61.18,20.98,0.48,30.96,65.25,89.44,21.73,52.93
2509305,2010,43.3,46.62,75.17,0.48,26.07,60.66,85.77,3.48,10.67
2509339,2000,55.93,71.56,47.04,0.48,58.6,80.21,93.15,29.71,27.71
2509404,2000,56.8,72.64,37.03,0.48,54.65,81.76,95.1,50.39,41.63
2510303,1991,80.83,104.85,15.32,0.48,67.12,85.91,96.5,50.89,NA
2510303,2000,48.28,62.05,45.83,0.48,42.77,70.84,91.22,4.38,38.97
2510600,2000,47.59,61.18,38.56,0.48,50.03,69.25,91.44,9.07,51.6
2511905,1991,82.95,107.48,20.79,0.48,53.78,83.05,96.77,18.23,NA
2512747,2000,43.55,56.13,27.74,0.48,59.11,83.92,94.46,31.14,42.49
2512754,2000,57.48,73.48,35.41,0.48,41.85,77.32,92.24,40.35,37.96
2513000,1991,90.72,117.02,56.39,0.48,84.69,93.84,99.74,90.94,NA
2513158,2010,37.7,40.61,68.08,0.48,40.43,68.65,90.7,66.5,13.65
2513604,2010,23.6,25.44,59.73,0.48,30.36,55.03,80.57,17.02,6.77
2513703,2000,35.24,45.64,28.62,0.48,27.57,59.38,85.09,16.83,54.88
2513802,2000,32.31,41.91,19.9,0.48,46.79,77.64,89.1,11.45,63.24
2513901,2000,34.04,44.11,18.58,0.48,23.9,58.52,82.05,7.16,62.35
2514404,2000,42.22,54.45,16.35,0.48,42.41,76.53,93.23,14.27,68.23
2514602,2010,34.7,37.45,51.87,0.48,32.76,57.15,80.77,15.93,24.93
2514800,1991,61.9,81.17,4.21,0.48,78.2,89.87,98.37,56.74,NA
2515104,2010,19.9,21.5,74.2,0.48,27.87,58.24,80.34,36.37,10.29
2515500,2010,23.8,25.68,48.16,0.48,21,46.86,76.34,12.21,14.97
2515807,2000,49.8,63.94,40.15,0.48,36.82,68.09,92.67,32.8,40.99
2515807,2010,23.6,25.43,60.46,0.48,32.88,59.08,81.41,39.93,13.1
2516508,2010,27.6,29.79,50.86,0.48,28.11,55.39,84.99,20.87,18.86
2517100,1991,66.18,86.57,66.96,0.48,64.21,90.84,94.23,42.65,NA
2600203,1991,55.91,73.94,5.34,0.48,69.14,89.54,94.77,78.05,NA
2600302,2010,25.3,27.19,73.79,0.48,24.68,50.64,78.23,10.4,8.08
2602209,2010,24,25.88,52.54,0.48,33.51,57.57,81.87,27.32,15.49
2603108,2010,26.4,28.42,59.9,0.48,23.14,51.65,78.52,16.32,25.61
2603603,2010,25.2,27.15,43.56,0.48,21.1,50.94,79.04,21.35,4.78
2603926,1991,79.51,103.72,3.76,0.48,75.46,93.32,96.94,95.08,NA
2604809,1991,116.1,145.42,19.47,0.48,61.72,86.88,95.35,25.27,NA
2605400,2010,17.7,19.07,57.9,0.48,22.51,49.52,77.79,24.58,10.59
2606804,2010,21.7,23.4,62.65,0.48,13.68,32.46,67,6.14,10.84
2607752,1991,53.07,70.3,27.13,0.48,49.63,76.45,90.61,11.59,NA
2607802,1991,91.66,118.73,46.23,0.48,65.74,88.37,94.65,56.05,NA
2608206,2010,42.5,45.67,60.51,0.48,22.23,50.64,78.82,11.28,21.19
2608255,1991,115.75,144.98,2.46,0.48,68.7,88.22,96.37,46.57,NA
2609105,2010,24,25.88,35.29,0.48,27.57,61.85,83.82,20.01,35.5
2611309,2010,20.2,21.75,60.39,0.48,17.58,51.52,76.33,9.62,13.03
2611507,2010,28.2,30.4,46.01,0.48,31.44,62.65,87.62,14.8,22.76
2611903,1991,71.82,94.11,12.68,0.48,61.28,87.41,96.33,46.65,NA
2613107,1991,93.8,121.37,11.43,0.48,47.56,80.79,93.26,35.2,NA
2615508,1991,55.91,73.94,42.92,0.48,59.42,86.58,96.63,44.38,NA
2616308,2010,26.2,28.16,54.86,0.48,26.98,54.77,82.55,5.4,15.86
2700409,1991,51.06,65.46,5.71,0.48,53.94,86.8,96.3,52.95,NA
2700508,2000,43.62,55.37,17.54,0.48,46.67,76.8,90.86,11.88,66.16
2701704,1991,72.55,92.29,14.3,0.48,63.51,87,94.45,13.46,NA
2703700,2010,39.7,43.21,55.33,0.48,24.29,65.45,89.51,43.57,26.52
2705101,2000,51.11,64.75,35.98,0.48,49.38,80.07,93.43,9.24,48.22
2705309,2000,42.57,54.05,24.63,0.48,52.59,80.97,92.6,38.14,69.52
2705507,2010,43.5,47.34,36.66,0.48,24.89,58.5,86.16,5.9,32
2706505,2010,39.3,42.78,56.72,0.48,31.32,65.62,89.83,16.81,11.82
2706604,1991,77.28,98.05,15.84,0.48,74.72,92.5,97.6,27.62,NA
2707701,1991,60.63,77.66,28.5,0.48,37.59,67.16,87.14,21.95,NA
2707701,2010,22.8,24.83,52.6,0.48,11.84,36.51,71.46,5.5,13.79
2707909,2010,25.8,28.21,60.76,0.48,20.3,45.22,78.42,6.82,8.49
2708303,2010,28.6,31.16,33.96,0.48,14.63,52.19,81.49,11.46,44.87
2708709,2010,29,31.64,20.7,0.48,27.12,58.37,84.03,3.29,3.95
2800506,2010,23.5,25.41,64.61,0.48,17.89,45.84,78.11,17.75,13.77
2801900,1991,57.46,73.38,22.67,0.48,56.03,86.83,93.86,38.26,NA
2802205,2000,46.59,59.33,61.23,0.48,49.49,82.58,95.14,23.03,29.61
2802304,2010,24.3,26.27,63.36,0.48,10.23,34.05,66.31,16.95,6.31
2803401,2000,46.59,59.33,62.35,0.48,48.91,79.71,92.2,19.85,25.36
2803807,2000,50.48,64.13,89.49,0.48,59.17,77.88,95.2,15.78,6.33
2804003,2010,22.2,24,66.24,0.48,18.29,46.26,76.31,7.78,11.14
2804409,1991,80.76,102.43,55.14,0.48,44.87,75.95,93.27,30.01,NA
2805802,2000,47.08,59.93,60.36,0.48,54.85,79.41,95.03,27.57,37.42
2805802,2010,22.2,23.95,60.93,0.48,32.53,67.97,89.96,44,20.03
2806305,2000,50.59,64.27,68.14,0.48,63.19,89.52,97.61,26.33,29.41
2806404,1991,86.81,109.91,36.16,0.48,64.54,90.78,96.7,44.56,NA
2806404,2010,34.2,36.87,48.79,0.48,28.26,56.47,84.59,6.58,5.49
2806503,1991,55.68,71.14,0,0.48,55.64,90.22,95.63,2.68,NA
2806909,2010,31.1,33.57,75.74,0.48,21.28,53.48,84.52,11.16,2.8
2807105,1991,86.81,109.91,30.74,0.48,44.06,78.55,92.57,32.37,NA
2807303,2010,33,35.64,88.03,0.48,17.8,52.19,82.99,5.01,7.34
2900405,1991,88.31,112.51,17.08,0.48,75.21,93.24,98.42,79.51,NA
2901205,2010,23.7,25.56,41.14,0.48,32.19,55.77,82.3,23.52,40.37
2901502,2010,24.6,26.55,36.31,0.48,22.28,56.39,86.38,28.07,8.04
2901908,1991,60.86,78.18,18.86,0.48,66.79,89.36,96.32,31.88,NA
2902401,2000,51.19,65.05,22.08,0.48,54.28,86.32,94.66,19.73,62.69
2902807,2000,37.16,47.71,12.23,0.48,35.04,70.9,92.4,8.34,70.42
2904308,1991,54.96,70.74,13.78,0.48,57.21,85.96,95.02,23.78,NA
2905008,2010,24.1,26,45.76,0.48,14.56,37.25,71.15,7.91,26.35
2906204,2010,30.4,32.8,34.87,0.48,27.82,55.55,82.15,12.91,12.36
2906501,2010,15.8,17.09,59.97,0.48,10.32,24.8,54.41,2.87,6.55
2906709,1991,73.55,94.13,2.81,0.48,45.8,79.79,92.3,24.81,NA
2908408,2010,27,29.11,59.22,0.48,23.46,47.53,75.98,20.96,7.03
2908507,2010,19.3,20.81,52.45,0.48,14.97,34.58,62.18,20.43,11.55
2909109,1991,59.37,76.31,2.59,0.48,40.19,70.28,92.37,10.18,NA
2909208,2010,34,36.72,71.1,0.48,25.41,57.73,85.37,17.51,7.37
2910206,2000,42.12,54.21,61.3,0.48,35.15,73.73,86.7,10.49,27.94
2912202,2010,31,33.46,46.37,0.48,13.61,42.69,78.63,16.35,12.8
2912806,1991,46.84,60.43,28.12,0.48,45.63,77.64,90.22,4.82,NA
2913457,1991,61.65,79.19,6.41,0.48,57.98,88.35,97.41,42.61,NA
2913804,2000,47.63,60.76,20.05,0.48,50.91,81.01,95.96,15.86,44
2914307,2000,39.66,51.16,8.85,0.48,50.18,79.26,96.92,28.65,82.84
2915106,1991,108.36,137.24,0,0.48,65.93,86.37,95.12,15.8,NA
2915403,2010,32.4,34.91,60.5,0.48,20.74,55.8,82.72,9.72,17.18
2916302,2010,33.6,36.29,47.33,0.48,19.99,50.26,77.53,15.13,17.68
2916401,2010,20.7,22.31,63.57,0.48,3.75,19.99,53.24,1.61,16.13
2916500,1991,111.22,140.75,6.68,0.48,60.46,89.44,96.16,59.15,NA
2918308,1991,62.2,79.88,0,0.48,63.59,91.66,95.94,49.37,NA
2918456,1991,74.31,95.08,9.93,0.48,67.51,93.07,98.16,26.61,NA
2918605,2000,44.62,57.58,18.27,0.48,40.42,70.47,91.77,14.21,55.66
2918753,2010,25,26.94,34.95,0.48,33.49,58.69,86.87,16.05,47.21
2919926,1991,60.16,77.31,56.32,0.48,23.57,51.25,80.03,6.32,NA
2920304,2010,27.9,30.13,45.9,0.48,34.55,56.41,82.65,33.42,20.51
2921401,1991,92.31,117.48,10.62,0.48,70.07,91.89,96.11,38.05,NA
2921807,2010,23.6,25.51,32.58,0.48,20.81,42.09,73.89,8.59,28.8
2921906,2000,36.95,47.47,27.44,0.48,42.73,73.42,92.85,3.04,57.12
2922656,1991,102.13,129.6,10.31,0.48,75.96,95.11,97.64,65.41,NA
2922706,2000,42.81,54.74,28.35,0.48,42.08,78.43,93.16,10.59,53.58
2922755,2000,50.13,64.08,24.12,0.48,38.64,77.31,92.67,21.64,42.99
2923407,1991,54.96,70.74,6.87,0.48,56.83,86.99,95.55,27.59,NA
2923407,2010,22.7,24.53,47.53,0.48,27.25,59.5,79.89,13.1,15.03
2924702,2000,37.64,48.42,29.59,0.48,40.5,72.64,88.5,17.73,53.35
2925253,1991,89.94,114.54,6.86,0.48,73.55,92.83,97.54,51.31,NA
2925907,1991,118.96,150.19,6.1,0.48,78.02,94.04,98.37,90.68,NA
2926707,2010,24.4,26.35,45.47,0.48,28.3,48.75,78,3.97,22.15
2926905,2010,24.4,26.38,45.14,0.48,29.83,52.7,80.22,10.33,28.55
2927903,2010,36.6,39.42,50.66,0.48,19.13,47.6,81.24,10.4,16.6
2929008,2010,24.1,26.04,66.92,0.48,19.78,41.35,74.88,12.38,3.69
2929107,1991,53.37,68.73,4.64,0.48,56.75,87.91,97.95,22.45,NA
2930402,2010,30.8,33.21,38.3,0.48,35.42,60.9,83.78,35.62,7.39
2931103,2010,24.2,26.06,36.02,0.48,24.46,52.38,81.12,17.3,10.69
2931400,2000,34.11,43.94,51.86,0.48,43.26,77.84,92.49,19.52,14.76
2931608,2010,26.3,28.34,52.88,0.48,23.75,58.6,81.93,8.59,18.29
2931806,2010,27.6,29.76,33.53,0.48,37.4,63.88,84.85,22.32,35.64
2932705,2010,26,28.1,48.57,0.48,13.33,39.57,75.1,11.87,10.32
2933505,1991,58.01,74.59,5.23,0.48,64.32,90.21,96,11.16,NA
3100401,2010,16.3,18.99,81.02,0.48,11.1,42.71,72.43,0.08,9.68
3100500,2010,14.3,16.67,34.1,0.48,22.91,47.42,74.53,7.52,64.66
3100807,2000,20.68,22.66,34.92,0.48,3.27,26.62,58.8,1.15,53.09
3101904,2000,18.79,20.59,22.51,0.48,4.51,20.59,54.76,0.35,76.23
3102001,2000,27.97,30.61,33.29,0.48,7.2,31.86,66.75,1.06,64
3103009,2010,13.9,16.22,80.17,0.48,9.77,35.09,72.74,12.22,0
3104007,2010,13.1,15.28,66.95,0.48,1.76,6.45,24.41,0.04,4.13
3104106,1991,38.62,50.59,21.9,0.48,16.79,46.99,76.44,0,NA
3104452,1991,39.54,50.49,0,0.48,74.77,93.59,98.68,0,NA
3104700,2010,17.3,20.11,25.89,0.48,19.35,51.45,78.91,1.87,57.73
3105103,2000,18.68,20.46,65.63,0.48,5.31,20.47,57.17,0.83,34.37
3105202,1991,46.43,60.54,6.27,0.48,66.33,89.51,94.12,26.68,NA
3105400,1991,36.17,47.45,28.46,0.48,24.87,43.53,72.04,5.53,NA
3105400,2000,26.71,29.24,53.91,0.48,16.88,41.7,69.03,2.06,42.09
3105707,2010,16.3,18.99,49.48,0.48,13.5,47.54,79.3,1.23,30.79
3105905,2010,12.6,14.72,77.17,0.48,5.72,25.83,57.73,0.2,9.02
3106002,2000,37.12,40.6,67.55,0.48,17.81,48.59,77.47,1.39,21.73
3108255,1991,55.08,71.46,0,0.48,76.89,91.06,94.93,24.9,NA
3111150,2010,18.7,21.71,56.18,0.48,29,55.18,85.6,3,16.49
3111309,2000,22.25,24.37,36.82,0.48,6.71,31.18,64.65,1.92,54.28
3112000,2010,15.6,18.17,53.26,0.48,3.59,18.63,48.92,0.58,39.56
3112109,2000,20.75,22.73,15.37,0.48,10.22,35.76,64.34,1.5,82.82
3113206,2010,16.5,19.16,80.43,0.48,4.33,26.15,57.39,2.05,6.51
3113305,2010,15,17.5,63.75,0.48,6.85,20.49,50.71,0.47,14.41
3113800,2010,18.1,21.06,75.05,0.48,14.08,32.99,65.88,0.84,14.69
3114907,2000,34.42,37.66,41.61,0.48,14.75,55.11,83.34,19.03,55.08
3116209,1991,29.36,38.68,66.18,0.48,51.59,77.53,91.26,1.55,NA
3116506,2000,38.39,41.97,17.68,0.48,35.64,66.92,87.87,17.62,74.05
3117207,2010,16.5,19.2,94.86,0.48,8.56,30.85,65.51,0.25,1.61
3117801,2000,22.61,24.76,42.45,0.48,8.19,26.54,65.06,0.88,51.1
3117900,2000,30.02,32.85,42.83,0.48,8.18,36.22,67.57,2.37,57.17
3118106,2010,24.8,28.82,48.9,0.48,31.89,61.72,84,10.85,44.08
3118601,1991,34.5,45.31,23.81,0.48,9.06,30.93,58.7,1.48,NA
3118601,2010,15.4,17.95,60.99,0.48,2.28,9.36,30.28,0.23,20.14
3119401,2010,12.54,14.67,75.2,0.48,4.66,14.59,39.29,0.6,7.14
3120003,2000,30.58,33.46,0,0.48,28.28,60.37,80.72,3.54,100
3120300,1991,36.92,48.42,3.59,0.48,57.97,84.87,94.34,53.04,NA
3120839,2000,22.95,25.14,32.38,0.48,19.1,52.94,73.67,5.4,64.69
3121209,1991,31.71,41.72,0,0.48,25.27,53.67,78.32,3.63,NA
3121209,2000,22.83,25.01,21.56,0.48,8.58,31.73,62.4,0.84,75.85
3124203,2000,28.49,31.18,42.52,0.48,13.2,36.06,72.87,1.34,52.19
3125952,2010,19.1,22.17,48.96,0.48,23.14,47.79,79.33,1.43,39.4
3126000,2000,18.05,19.78,57.81,0.48,4.02,36.69,62.13,0.65,42.19
3126000,2010,14.3,16.62,69.58,0.48,3.59,13.66,38.85,0.27,17.35
3126109,2010,11.8,13.79,55.31,0.48,2.58,10.26,35.48,0.27,20.59
3126406,1991,39.8,52.11,45.45,0.48,37.27,68.81,84.46,2.37,NA
3126505,2000,32.68,35.76,36.27,0.48,36.55,65.44,91.25,16.13,55.13
3126752,2000,39.57,43.26,11.75,0.48,53.86,89.54,96.64,41.07,85.65
3127008,1991,24.19,31.97,1.2,0.48,6.07,23.44,56.43,0.19,NA
3127800,2010,19.6,22.76,49.06,0.48,20.06,46.66,77.65,5.31,37.29
3128204,2010,19.3,22.41,44.83,0.48,17.98,38.2,75.92,11.55,34.93
3128303,1991,26.88,35.47,11.86,0.48,13.61,42.62,78.82,0.2,NA
3128907,2010,16.1,18.71,63.22,0.48,5.05,19.63,51.49,0.88,28.03
3129608,2010,19.1,22.2,45.14,0.48,22.97,47.82,79.26,18.06,19.25
3130606,2010,14.4,16.8,73.82,0.48,5.07,17.44,50.95,1.05,17.74
3130655,2010,18.2,21.11,70.49,0.48,20.6,49.61,81.25,17.8,21.28
3131604,2010,14.1,16.37,30.19,0.48,1.19,10.74,40.6,0.05,45.36
3131901,2000,27.59,30.2,45.41,0.48,8.24,25.37,52,1.32,43.38
3132008,1991,36.92,48.42,1.87,0.48,73.91,91.26,97.41,2.92,NA
3132602,2000,25.44,27.85,60.72,0.48,8.86,28.71,64.1,2.83,30.08
3133105,2010,12.1,14.1,76.6,0.48,2.69,12.04,33.82,0.34,6.71
3133303,1991,36.15,47.43,4.56,0.48,50.41,77.27,92.13,22.26,NA
3133758,2000,24.78,27.13,77.44,0.48,4.03,20.09,46.31,0.03,20.38
3133808,2010,14.68,16.94,68.58,0.48,1.51,6.12,25.9,0.06,6.13
3134707,2010,17.9,20.83,64.37,0.48,20.87,47.67,77.23,11.02,26.5
3134806,2000,22.21,24.32,10.39,0.48,9.17,30.47,64.8,2.53,89.61
3135001,1991,31.22,41.08,17.74,0.48,34.62,72.14,87.55,4.27,NA
3135050,1991,49.78,64.79,5.96,0.48,49.2,77.68,93.43,31.17,NA
3135076,2010,20.6,23.99,57.95,0.48,18.1,45.06,74.81,4.09,29.95
3136553,1991,51.03,66.36,0,0.48,73.82,91.26,91.88,15.49,NA
3136553,2010,18.7,21.74,61.14,0.48,22.55,46.85,77.3,7.06,30.06
3136603,1991,42.38,55.4,23.57,0.48,41.27,76.38,91.36,1.29,NA
3136801,1991,49.55,64.49,29.31,0.48,48.77,79.87,91.19,20.98,NA
3137502,2000,21.05,23.06,16.84,0.48,9.23,26.78,61.59,2.96,79.58
3137809,2010,12.1,14.1,63.5,0.48,4.16,21.83,50.86,0.14,17.09
3138104,1991,33.81,43.73,6.17,0.48,35.33,73.65,91.49,2.7,NA
3138906,2010,20.4,23.77,31.99,0.48,17.25,41.22,72.68,1.25,54.04
3139904,2010,14.5,16.91,56.51,0.48,3.33,25.87,63.27,0.83,22.29
3140530,1991,29.96,38.14,12.98,0.48,26.1,64.48,87.62,0.39,NA
3140555,1991,63.87,82.44,0,0.48,60.12,84.35,96.57,13.81,NA
3140902,2010,20.8,24.12,59.53,0.48,6.69,31.91,67.08,0.57,21.76
3141207,2000,20.51,22.46,31.58,0.48,2.25,17.89,57.62,2.43,63.77
3141504,2010,22.1,25.68,75.01,0.48,12.85,41.33,74.73,3.44,17.79
3142007,2010,19.3,22.41,48.55,0.48,16.22,42.02,76.4,3.91,22.59
3142304,1991,37.19,48.76,0,0.48,43.54,70.69,89.32,1.72,NA
3142502,2010,16.7,19.36,36.44,0.48,7,39.54,72.81,6,56.39
3143609,1991,51.76,67.27,0,0.48,45.95,81.6,97.34,6.5,NA
3143708,2010,17.6,20.53,57.53,0.48,11.68,40.45,74.36,7.37,37.28
3144508,2000,31.15,34.08,34.48,0.48,15.96,47.65,75,2.23,58.39
3147808,1991,30.63,40.33,13.88,0.48,34.44,70.31,88.24,0,NA
3148301,2010,16.3,18.97,35.07,0.48,7.34,41.56,73.93,5.11,37.41
3148509,1991,35.5,46.6,1.1,0.48,42.21,80.2,92.04,1.11,NA
3149002,2000,33.72,36.89,38.86,0.48,24.79,60.48,74.83,3.56,55.98
3149200,2010,13.4,15.61,57.96,0.48,4.64,10.17,34.68,0.44,16.87
3149408,1991,46.46,60.58,0,0.48,45.53,83.37,96.19,3.04,NA
3149952,1991,40.92,53.54,0,0.48,45.52,73.01,93.32,6.37,NA
3150406,2010,14.7,17.09,80.48,0.48,7.21,33.09,64.08,12.35,16.83
3151701,2000,20.6,22.56,29.31,0.48,2.98,21.1,53.84,1.25,67.28
3152402,2010,17.7,20.59,52.1,0.48,20.52,49.52,80.9,10.81,37.56
3152709,2010,12.6,14.64,70.76,0.48,3.48,24.45,64.42,0.87,18.14
3154200,2010,16.3,18.93,54.47,0.48,2.71,16.25,52.61,0.53,34.68
3154457,2010,19.1,22.2,33.69,0.48,22.78,45.5,74.9,7.62,49.52
3155207,2010,18.5,21.55,43.18,0.48,27.96,58.57,79.9,7.06,46.6
3155306,1991,37.19,48.76,0,0.48,43.66,71.19,90.14,14.4,NA
3156205,1991,32.52,40.28,0,0.48,42.87,80.48,88.14,0,NA
3156502,1991,44.17,57.67,4.42,0.48,66.58,91.29,96.63,21.27,NA
3156601,2010,16.9,19.7,51.34,0.48,24.78,54.67,80.32,5.39,21.8
3156700,2000,26.63,29.15,46.33,0.48,11.01,33.49,60.82,3.42,47.45
3157658,2010,27.8,32.25,47.7,0.48,32.33,65.5,87.34,12.34,48.45
3158805,1991,36.27,47.59,42.56,0.48,12.56,38.5,79.81,1.74,NA
3159308,2000,26.18,28.66,57.08,0.48,17.48,47.97,72.7,2.99,39.72
3159605,2010,15.6,18.19,56.28,0.48,2.73,10.28,37.28,0.48,20.74
3160207,2010,19.2,22.33,19.95,0.48,30.93,64.69,86.65,20.61,69.5
3160454,1991,55.03,71.4,10.69,0.48,69.76,90.96,100,0,NA
3160801,2000,33.66,36.83,40.35,0.48,10.24,40.89,80.7,0.36,59.65
3161205,2000,31.16,34.1,36.96,0.48,7.97,36.73,74.46,1.48,63.04
3161403,2000,31.15,34.08,55.08,0.48,18.98,50.38,76.08,3.97,44.92
3161650,1991,32.82,43.15,36,0.48,38.45,77.95,85.35,5.44,NA
3161650,2010,16.2,18.86,64.89,0.48,10.21,31.42,65.88,0.2,23.14
3162252,1991,41.22,53.93,12.24,0.48,65.64,92.56,97.03,21.97,NA
3162252,2010,17.3,20.1,52.2,0.48,21.34,46.75,81.12,10.74,34.76
3162401,2010,20.1,23.33,42.84,0.48,24.41,53.64,79.22,17.9,30.77
3162708,1991,37,48.52,5.9,0.48,54.67,82.43,95.53,15.74,NA
3163607,1991,36.29,47.61,0,0.48,56.34,90.7,96.72,9.59,NA
3163607,2010,16.3,18.99,49.47,0.48,18.06,34.11,71.23,0,35.11
3163904,1991,35.16,46.16,22.96,0.48,28.38,65.27,89.89,2.47,NA
3164100,2010,20.2,23.52,65.55,0.48,16.86,43.03,73.39,10.75,22.96
3164605,2000,22.06,24.16,23,0.48,8.5,49.22,74.17,5.04,77
3167004,2000,33.34,36.47,36.65,0.48,33.68,69.34,86.37,1.52,63.35
3167301,2000,27.12,29.83,6.56,0.48,20.77,68.29,85.53,7.41,49.57
3168705,2010,15.1,17.59,69.7,0.48,2.53,11.8,34.97,0.5,8.04
3168903,2000,19.66,21.53,62.16,0.48,5.45,29.1,59.67,1,34.17
3169059,2000,26.69,29.22,24.15,0.48,25.37,43.72,77.78,1.76,74.25
3170438,2010,15.7,18.31,71.09,0.48,5.95,19.18,43.23,0.22,14.61
3171071,2000,30.44,33.31,18.24,0.48,38.17,65.26,88.7,27.6,79.74
3200300,2010,14.2,16.57,70.34,0.48,2.35,15.1,45.86,1.22,11.09
3200805,2010,16,18.67,51.03,0.48,5.96,22.47,57.77,1.72,18.46
3201100,2010,12.5,14.58,82.57,0.48,2.87,19.1,53.57,0.24,3.1
3201159,2010,14.6,17.02,54.62,0.48,15.73,34.54,63.56,0.82,37.84
3201308,1991,34.48,40.02,21.72,0.48,16.23,43.92,71.15,3.02,NA
3201902,2010,14.1,16.49,48.01,0.48,5.78,21.92,48.56,1.13,27.87
3203346,2010,12.8,14.98,63.2,0.48,2.05,12.41,37.02,0.68,19.91
3203601,2010,14.5,16.94,46.34,0.48,9.56,35.41,74.02,1.39,12.66
3203908,2010,13.4,15.7,47.39,0.48,5.23,21.64,49.92,1.09,27.83
3204302,2010,16.2,18.95,58,0.48,11.42,36.09,67.16,2.35,15.9
3204401,2010,13.8,16.12,66.72,0.48,4,18.18,45.12,0.18,17.51
